lang,file,core_extended,speaker,wd_ID,wd,start,end,ref,tx,ft,mb_ID,mb,doreco-mb-algn,ps,gl,ph_ID,ph
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005611,wek,82.930,83.370,0021_doreco_jeha1242_NarrMem10,tigaʔ miŋuh stŋɛh yapɛ̃h yapɛ̃h wek bakampuŋ,after three and a half weeks we went back to the village,m001330,wek,****,,to.go.back,p018855 p018856 p018857,w e k
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005612,bakampuŋ,83.370,83.960,0021_doreco_jeha1242_NarrMem10,tigaʔ miŋuh stŋɛh yapɛ̃h yapɛ̃h wek bakampuŋ,after three and a half weeks we went back to the village,m001331 m001332,ba= kampuŋ,**** ****,,GOAL= village,p018858 p018859 p018860 p018861 p018862 p018863 p018864 p018865,b a k a m p u N
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005613,<p:>,83.960,85.150,<p:>,<p:>,<p:>,m001333,<p:>,<p:>,,<p:>,p018866,<p:>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005614,yapɛ̃h,85.150,85.473,0022_doreco_jeha1242_NarrMem10,yapɛ̃h ŋɔkŋɔk dwaʔ miŋuh stŋɛh yapɛ̃h cɨp wel,we stayed there for two and a half weeks and then we left again,m001334,yapɛ̃h,****,,1P.EXCL,p018867 p018868 p018869 p018870 p018871,j a p E~ h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005615,<p:>,85.473,86.376,0022_doreco_jeha1242_NarrMem10,yapɛ̃h ŋɔkŋɔk dwaʔ miŋuh stŋɛh yapɛ̃h cɨp wel,we stayed there for two and a half weeks and then we left again,m001335,<p:>,<p:>,,<p:>,p018872,<p:>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005616,ŋɔkŋɔk,86.376,86.913,0022_doreco_jeha1242_NarrMem10,yapɛ̃h ŋɔkŋɔk dwaʔ miŋuh stŋɛh yapɛ̃h cɨp wel,we stayed there for two and a half weeks and then we left again,m001336 m001337,ŋɔk~ ŋɔk,**** ****,,CONT~ to.sit,p018873 p018874 p018875 p018876 p018877 p018878,N O k N O k
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005617,<p:>,86.913,87.330,0022_doreco_jeha1242_NarrMem10,yapɛ̃h ŋɔkŋɔk dwaʔ miŋuh stŋɛh yapɛ̃h cɨp wel,we stayed there for two and a half weeks and then we left again,m001338,<p:>,<p:>,,<p:>,p018879,<p:>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005618,dwaʔ,87.330,87.640,0022_doreco_jeha1242_NarrMem10,yapɛ̃h ŋɔkŋɔk dwaʔ miŋuh stŋɛh yapɛ̃h cɨp wel,we stayed there for two and a half weeks and then we left again,m001339,dwaʔ,****,,two,p018880 p018881 p018882 p018883,d w a ?
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005619,miŋuh,87.640,87.887,0022_doreco_jeha1242_NarrMem10,yapɛ̃h ŋɔkŋɔk dwaʔ miŋuh stŋɛh yapɛ̃h cɨp wel,we stayed there for two and a half weeks and then we left again,m001340,miŋuh,****,,week,p018884 p018885 p018886 p018887 p018888,m i N u h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005620,stŋɛh,87.887,88.274,0022_doreco_jeha1242_NarrMem10,yapɛ̃h ŋɔkŋɔk dwaʔ miŋuh stŋɛh yapɛ̃h cɨp wel,we stayed there for two and a half weeks and then we left again,m001341,stŋɛh,****,,half,p018889 p018890 p018891 p018892 p018893,s t N E h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005621,yapɛ̃h,88.274,88.604,0022_doreco_jeha1242_NarrMem10,yapɛ̃h ŋɔkŋɔk dwaʔ miŋuh stŋɛh yapɛ̃h cɨp wel,we stayed there for two and a half weeks and then we left again,m001342,yapɛ̃h,****,,1P.EXCL,p018894 p018895 p018896 p018897 p018898,j a p E~ h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005622,cɨp,88.604,88.942,0022_doreco_jeha1242_NarrMem10,yapɛ̃h ŋɔkŋɔk dwaʔ miŋuh stŋɛh yapɛ̃h cɨp wel,we stayed there for two and a half weeks and then we left again,m001343,cɨp,****,,to.go,p018899 p018900 p018901,c 1 p
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005623,wel,88.942,89.200,0022_doreco_jeha1242_NarrMem10,yapɛ̃h ŋɔkŋɔk dwaʔ miŋuh stŋɛh yapɛ̃h cɨp wel,we stayed there for two and a half weeks and then we left again,m001344,wel,****,,again,p018902 p018903 p018904,w e l
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005624,<p:>,89.200,90.280,<p:>,<p:>,<p:>,m001345,<p:>,<p:>,,<p:>,p018905,<p:>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005625,tros,90.280,90.670,0023_doreco_jeha1242_NarrMem10,tros lɛh,straight you know,m001346,tros,****,,to.be.straight,p018906 p018907 p018908 p018909,t r o s
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005626,lɛh,90.670,91.047,0023_doreco_jeha1242_NarrMem10,tros lɛh,straight you know,m001347,lɛh,****,,EMP,p018910 p018911 p018912,l E h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005627,<p:>,91.047,92.805,<p:>,<p:>,<p:>,m001348,<p:>,<p:>,,<p:>,p018913,<p:>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005628,ʔoʔ,92.805,92.889,0024_doreco_jeha1242_NarrMem10,ʔoʔ kdɨh ka,he said,m001349,ʔoʔ,****,,3S,p018914 p018915 p018916,? o ?
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005629,kədɨh,92.889,93.370,0024_doreco_jeha1242_NarrMem10,ʔoʔ kdɨh ka,he said,m001350,kdɨh,****,,to.say,p018917 p018918 p018919 p018920 p018921,k @ d 1 h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005630,<<fs>ka>,93.370,93.731,0024_doreco_jeha1242_NarrMem10,ʔoʔ kdɨh ka,he said,m001351,ka=,****,,SUBJ=,p018922,<<fs>ka>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005631,<p:>,93.731,95.605,<p:>,<p:>,<p:>,m001352,<p:>,<p:>,,<p:>,p018923,<p:>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005632,ʔoʔ,95.605,95.760,0025_doreco_jeha1242_NarrMem10,ʔoʔ pŋsɛŋ khayɛ̃ʔ ʔoʔ kdɨh pay ʔoʔ kdɨh wek sʔoʔ,"he was speaking in the camp he said ""you"" he said ""just go back""",m001353,ʔoʔ,****,,3S,p018924 p018925 p018926,? o ?
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005633,pəŋsɛŋ,95.760,96.080,0025_doreco_jeha1242_NarrMem10,ʔoʔ pŋsɛŋ khayɛ̃ʔ ʔoʔ kdɨh pay ʔoʔ kdɨh wek sʔoʔ,"he was speaking in the camp he said ""you"" he said ""just go back""",m001354,pŋsɛŋ,****,,to.talk,p018927 p018928 p018929 p018930 p018931 p018932,p @ N s E N
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005634,khayɛ̃ʔ,96.080,96.444,0025_doreco_jeha1242_NarrMem10,ʔoʔ pŋsɛŋ khayɛ̃ʔ ʔoʔ kdɨh pay ʔoʔ kdɨh wek sʔoʔ,"he was speaking in the camp he said ""you"" he said ""just go back""",m001355 m001356,k= hayɛ̃ʔ,**** ****,,LOC= hut,p018933 p018934 p018935 p018936 p018937 p018938,k h a j E~ ?
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005635,ʔoʔ,96.444,96.539,0025_doreco_jeha1242_NarrMem10,ʔoʔ pŋsɛŋ khayɛ̃ʔ ʔoʔ kdɨh pay ʔoʔ kdɨh wek sʔoʔ,"he was speaking in the camp he said ""you"" he said ""just go back""",m001357,ʔoʔ,****,,3S,p018939 p018940 p018941,? o ?
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005636,kədɨh,96.539,96.988,0025_doreco_jeha1242_NarrMem10,ʔoʔ pŋsɛŋ khayɛ̃ʔ ʔoʔ kdɨh pay ʔoʔ kdɨh wek sʔoʔ,"he was speaking in the camp he said ""you"" he said ""just go back""",m001358,kdɨh,****,,to.say,p018942 p018943 p018944 p018945 p018946,k @ d 1 h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005637,<p:>,96.988,97.670,0025_doreco_jeha1242_NarrMem10,ʔoʔ pŋsɛŋ khayɛ̃ʔ ʔoʔ kdɨh pay ʔoʔ kdɨh wek sʔoʔ,"he was speaking in the camp he said ""you"" he said ""just go back""",m001359,<p:>,<p:>,,<p:>,p018947,<p:>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005638,pay,97.670,97.860,0025_doreco_jeha1242_NarrMem10,ʔoʔ pŋsɛŋ khayɛ̃ʔ ʔoʔ kdɨh pay ʔoʔ kdɨh wek sʔoʔ,"he was speaking in the camp he said ""you"" he said ""just go back""",m001360,pay,****,,2S.DIS,p018948 p018949 p018950,p a j
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005639,ʔoʔ,97.860,97.924,0025_doreco_jeha1242_NarrMem10,ʔoʔ pŋsɛŋ khayɛ̃ʔ ʔoʔ kdɨh pay ʔoʔ kdɨh wek sʔoʔ,"he was speaking in the camp he said ""you"" he said ""just go back""",m001361,ʔoʔ,****,,3S,p018951 p018952 p018953,? o ?
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005640,kədɨh,97.924,98.437,0025_doreco_jeha1242_NarrMem10,ʔoʔ pŋsɛŋ khayɛ̃ʔ ʔoʔ kdɨh pay ʔoʔ kdɨh wek sʔoʔ,"he was speaking in the camp he said ""you"" he said ""just go back""",m001362,kdɨh,****,,to.say,p018954 p018955 p018956 p018957 p018958,k @ d 1 h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005641,<p:>,98.437,98.655,0025_doreco_jeha1242_NarrMem10,ʔoʔ pŋsɛŋ khayɛ̃ʔ ʔoʔ kdɨh pay ʔoʔ kdɨh wek sʔoʔ,"he was speaking in the camp he said ""you"" he said ""just go back""",m001363,<p:>,<p:>,,<p:>,p018959,<p:>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005642,wek,98.655,98.900,0025_doreco_jeha1242_NarrMem10,ʔoʔ pŋsɛŋ khayɛ̃ʔ ʔoʔ kdɨh pay ʔoʔ kdɨh wek sʔoʔ,"he was speaking in the camp he said ""you"" he said ""just go back""",m001364,wek,****,,to.go.back,p018960 p018961 p018962,w e k
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005643,səʔoʔ,98.900,99.350,0025_doreco_jeha1242_NarrMem10,ʔoʔ pŋsɛŋ khayɛ̃ʔ ʔoʔ kdɨh pay ʔoʔ kdɨh wek sʔoʔ,"he was speaking in the camp he said ""you"" he said ""just go back""",m001365,sʔoʔ,****,,just,p018963 p018964 p018965 p018966 p018967,s @ ? o ?
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005644,<p:>,99.350,100.340,<p:>,<p:>,<p:>,m001366,<p:>,<p:>,,<p:>,p018968,<p:>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005645,<<ui>rihatba>,100.340,101.104,0026_doreco_jeha1242_NarrMem10,rihat ba ŋɔk bakampuŋ,take a rest in stay in the village,m001367,rihat,****,,to.rest,p018969,<<ui>rihatba>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005646,<p:>,101.104,102.323,0026_doreco_jeha1242_NarrMem10,rihat ba ŋɔk bakampuŋ,take a rest in stay in the village,m001368,<p:>,<p:>,,<p:>,p018970,<p:>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005647,ŋɔk,102.323,102.517,0026_doreco_jeha1242_NarrMem10,rihat ba ŋɔk bakampuŋ,take a rest in stay in the village,m001369,ŋɔk,****,,to.sit,p018971 p018972 p018973,N O k
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005648,bakampuŋ,102.517,103.070,0026_doreco_jeha1242_NarrMem10,rihat ba ŋɔk bakampuŋ,take a rest in stay in the village,m001370 m001371,ba= kampuŋ,**** ****,,GOAL= village,p018974 p018975 p018976 p018977 p018978 p018979 p018980 p018981,b a k a m p u N
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005649,<p:>,103.070,107.210,<p:>,<p:>,<p:>,m001372,<p:>,<p:>,,<p:>,p018982,<p:>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005650,<<pr>wɨɨɨh>,107.210,108.553,0027_doreco_jeha1242_NarrMem10,wɨɨɨh,****,m001373,wɨɨɨh,****,,****,p018983,<<pr>wɨɨɨh>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005651,<p:>,108.553,111.950,<p:>,<p:>,<p:>,m001374,<p:>,<p:>,,<p:>,p018984,<p:>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005652,lpas,111.950,112.310,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001375,lpas,****,,after,p018985 p018986 p018987 p018988,l p a s
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005653,ton,112.310,112.560,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001376,ton,****,,DEM,p018989 p018990 p018991,t o n
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005654,yapɛ̃h,112.560,112.880,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001377,yapɛ̃h,****,,1P.EXCL,p018992 p018993 p018994 p018995 p018996,j a p E~ h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005655,cɨp,112.880,113.153,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001378,cɨp,****,,to.go,p018997 p018998 p018999,c 1 p
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005656,pɛ̃h,113.153,113.420,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001379,pɛ̃h,****,,1P.EXCL,p019000 p019001 p019002,p E~ h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005657,cɨp,113.420,113.680,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001380,cɨp,****,,to.go,p019003 p019004 p019005,c 1 p
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005658,pɛ̃h,113.680,113.890,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001381,pɛ̃h,****,,1P.EXCL,p019006 p019007 p019008,p E~ h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005659,cɨp,113.890,114.130,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001382,cɨp,****,,to.go,p019009 p019010 p019011,c 1 p
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005660,pɛ̃h,114.130,114.260,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001383,pɛ̃h,****,,1P.EXCL,p019012 p019013 p019014,p E~ h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005661,cɨp,114.260,114.460,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001384,cɨp,****,,to.go,p019015 p019016 p019017,c 1 p
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005662,pɛ̃h,114.460,114.700,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001385,pɛ̃h,****,,1P.EXCL,p019018 p019019 p019020,p E~ h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005663,cɨp,114.700,114.900,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001386,cɨp,****,,to.go,p019021 p019022 p019023,c 1 p
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005664,pɛ̃h,114.900,115.080,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001387,pɛ̃h,****,,1P.EXCL,p019024 p019025 p019026,p E~ h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005665,cɨp,115.080,115.290,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001388,cɨp,****,,to.go,p019027 p019028 p019029,c 1 p
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005666,pɛ̃h,115.290,115.448,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001389,pɛ̃h,****,,1P.EXCL,p019030 p019031 p019032,p E~ h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005667,cɨp,115.448,115.655,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001390,cɨp,****,,to.go,p019033 p019034 p019035,c 1 p
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005668,pɛ̃h,115.655,115.821,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001391,pɛ̃h,****,,1P.EXCL,p019036 p019037 p019038,p E~ h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005669,<<ui>cɨp>,115.821,116.056,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001392,cɨp,****,,to.go,p019039,<<ui>cɨp>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005670,<<ui>pɛ̃h>,116.056,116.210,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001393,pɛ̃h,****,,1P.EXCL,p019040,<<ui>pɛ̃h>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005671,<<ui>cɨp>,116.210,116.404,0028_doreco_jeha1242_NarrMem10,lpas ton yapɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp,after that we walked walked walked walked [etc.],m001394,cɨp,****,,to.go,p019041,<<ui>cɨp>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005672,<p:>,116.404,117.460,<p:>,<p:>,<p:>,m001395,<p:>,<p:>,,<p:>,p019042,<p:>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005673,pɛ̃h,117.460,117.638,0029_doreco_jeha1242_NarrMem10,pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp yapɛ̃h,we walked walked walked walked did we,m001396,pɛ̃h,****,,1P.EXCL,p019043 p019044 p019045,p E~ h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005674,cɨp,117.638,117.820,0029_doreco_jeha1242_NarrMem10,pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp yapɛ̃h,we walked walked walked walked did we,m001397,cɨp,****,,to.go,p019046 p019047 p019048,c 1 p
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005675,pɛ̃h,117.820,118.060,0029_doreco_jeha1242_NarrMem10,pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp yapɛ̃h,we walked walked walked walked did we,m001398,pɛ̃h,****,,1P.EXCL,p019049 p019050 p019051,p E~ h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005676,cɨp,118.060,118.290,0029_doreco_jeha1242_NarrMem10,pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp yapɛ̃h,we walked walked walked walked did we,m001399,cɨp,****,,to.go,p019052 p019053 p019054,c 1 p
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005677,pɛ̃h,118.290,118.480,0029_doreco_jeha1242_NarrMem10,pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp yapɛ̃h,we walked walked walked walked did we,m001400,pɛ̃h,****,,1P.EXCL,p019055 p019056 p019057,p E~ h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005678,cɨp,118.480,118.660,0029_doreco_jeha1242_NarrMem10,pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp yapɛ̃h,we walked walked walked walked did we,m001401,cɨp,****,,to.go,p019058 p019059 p019060,c 1 p
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005679,pɛ̃h,118.660,118.830,0029_doreco_jeha1242_NarrMem10,pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp yapɛ̃h,we walked walked walked walked did we,m001402,pɛ̃h,****,,1P.EXCL,p019061 p019062 p019063,p E~ h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005680,cɨp,118.830,119.100,0029_doreco_jeha1242_NarrMem10,pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp yapɛ̃h,we walked walked walked walked did we,m001403,cɨp,****,,to.go,p019064 p019065 p019066,c 1 p
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005681,yapɛ̃h,119.100,119.466,0029_doreco_jeha1242_NarrMem10,pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp pɛ̃h cɨp yapɛ̃h,we walked walked walked walked did we,m001404,yapɛ̃h,****,,1P.EXCL,p019067 p019068 p019069 p019070 p019071,j a p E~ h
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005682,<p:>,119.466,121.780,<p:>,<p:>,<p:>,m001405,<p:>,<p:>,,<p:>,p019072,<p:>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005683,lpas,121.780,122.050,0030_doreco_jeha1242_NarrMem10,lpas canʔon yɛʔ bdil ʔamɛŋ dwaʔ knʔmɔʔ,after that I shot siamangs two of them,m001406,lpas,****,,after,p019073 p019074 p019075 p019076,l p a s
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005684,canʔon,122.050,122.438,0030_doreco_jeha1242_NarrMem10,lpas canʔon yɛʔ bdil ʔamɛŋ dwaʔ knʔmɔʔ,after that I shot siamangs two of them,m001407 m001408,can= ʔon,**** ****,,SOURCE= DEM,p019077 p019078 p019079 p019080 p019081 p019082,c a n ? o n
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005685,yɛʔ,122.438,122.630,0030_doreco_jeha1242_NarrMem10,lpas canʔon yɛʔ bdil ʔamɛŋ dwaʔ knʔmɔʔ,after that I shot siamangs two of them,m001409,yɛʔ,****,,1S,p019083 p019084 p019085,j E ?
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005686,bədil,122.630,122.916,0030_doreco_jeha1242_NarrMem10,lpas canʔon yɛʔ bdil ʔamɛŋ dwaʔ knʔmɔʔ,after that I shot siamangs two of them,m001410,bdil,****,,to.shoot,p019086 p019087 p019088 p019089 p019090,b @ d i l
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005687,ʔamɛŋ,122.916,123.542,0030_doreco_jeha1242_NarrMem10,lpas canʔon yɛʔ bdil ʔamɛŋ dwaʔ knʔmɔʔ,after that I shot siamangs two of them,m001411,ʔamɛŋ,****,,siamang,p019091 p019092 p019093 p019094 p019095,? a m E N
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005688,<p:>,123.542,124.049,0030_doreco_jeha1242_NarrMem10,lpas canʔon yɛʔ bdil ʔamɛŋ dwaʔ knʔmɔʔ,after that I shot siamangs two of them,m001412,<p:>,<p:>,,<p:>,p019096,<p:>
jeha1242,doreco_jeha1242_NarrMem10,core,CP,w005689,dəwaʔ,124.049,124.367,0030_doreco_jeha1242_NarrMem10,lpas canʔon yɛʔ bdil ʔamɛŋ dwaʔ knʔmɔʔ,after that I shot siamangs two of them,m001413,dwaʔ,****,,two,p019097 p019098 p019099 p019100 p019101,d @ w a ?
